id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
28222,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017.0,Casual,YARDLEY Men Gold Deo
8132,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women Core Analog White Steel Watch
52414,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Red Rose Women Black & Red Nightdress
57166,Women,Apparel,Topwear,Tops,Lavender,Summer,2012.0,Casual,Elle Women Lavender Top
59498,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2013.0,Casual,Lucera Silver Tarika Necklace
27675,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag
35182,Women,Accessories,Bags,Backpacks,Pink,Summer,2015.0,Casual,Wildcraft Women Pink Backpack
50515,Men,Apparel,Innerwear,Trunk,Grey,Winter,2016.0,Casual,Chromozome Men Grey Trunk Trunks
24236,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,La-Emotio Women Purple Kurta
54525,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,F Sports Men Grey Zero Gravity Sports Shoes
35720,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Force 10 Men Moser Black Sandals
55058,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,,Lakme Enrich Satins Lipstick 529
26798,Men,Apparel,Topwear,Shirts,Blue,Summer,2013.0,Formal,Arrow Men Blue Shirt
11328,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
28266,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Gatsby Men Blaze Deo
38656,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Women Dual Fusion Grey Sports Shoes
17219,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Brown Sunglasses
47135,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Black And White Tote Bag
6212,Women,Apparel,Topwear,Tops,Brown,Summer,2011.0,Casual,UCB Women Photo Print Lavender Top
37626,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Girls Pink Printed T-Shirt
46477,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Timex Women Steel Watch
43753,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles
26559,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men Black Shoes
48384,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans
11921,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2015.0,Formal,Franco Leone Men Brown Leather Formal Shoes
46448,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch
30263,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2018.0,Casual,Red Tape Men Olive Shoes
2670,Women,Accessories,Bags,Handbags,Yellow,Winter,2015.0,Casual,Murcia Women Yellow Leatherette Hand Bag
33244,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Slim Fit Shirt
26796,Men,Apparel,Topwear,Shirts,Blue,Summer,2013.0,Formal,Arrow Men Blue Striped Shirt
15329,Men,Apparel,Topwear,Sweaters,White,Fall,2011.0,Sports,Nike Men Solid White Sweaters
12930,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Classic Polo Men Club Navy Blue Tshirts
44927,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Jack & Jones Men Grey T-shirt
50943,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Maxi Fit Jeans
35988,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Cotton Black T-shirt
55051,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,,Lakme Enrich Satins Lipstick 135
10451,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts
54513,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,F Sports Men Brown Rodeo Shoes
17674,Women,Footwear,Shoes,Flats,Red,Winter,2015.0,Casual,Catwalk Women Ballerina Red Casual Shoe
5694,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Genesis Everstone Brown Shoe
30600,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Boys Black & White Reversible T-shirt
17022,Women,Footwear,Shoes,Flats,Black,Fall,2013.0,Casual,Rocia Women Casual Black Sandal
15775,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Facit Men Stringz White Briefs
3335,Unisex,Accessories,Headwear,Caps,Blue,Summer,2011.0,Sports,ADIDAS Kids-Unisex Mumbai Indians Team Blue Cap
31973,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Dual Fusion ST 2 Black Sports Shoes
45698,Women,Personal Care,Fragrance,Perfume and Body Mist,,Spring,2017.0,,
46479,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Women Black Watch
20459,Women,Accessories,Bags,Handbags,Purple,Winter,2016.0,Casual,Baggit Women Libra Jhuti Purple Handbag
33288,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Arrow Sport Men Printed Charcoal T-shirt
32954,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Printed Black T-shirt
48725,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings
12997,Boys,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Kids Boys Casual Brown Casual Shoes
58725,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue T-shirt
19785,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Red Tshirt
5062,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Being Human Men Black Dial Steel Plated Strap Watch
46082,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women White Vermont Sports Shoes
54311,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017.0,Casual,Garfield Women Pink Cheeky Hipster Briefs
42628,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Women Earrings
18234,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Manchester United Men Printed Grey Tshirt
55801,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Nightdress
14290,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Tshirts
9836,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Little Miss Women Printed Purple T-shirt
26194,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017.0,Casual,Formula 1 Men Performance Deo
57755,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017.0,,Lotus Herbals Whiteglow Facial Foam
8317,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wildcraft Men Blue Printed T-shirt
39723,Women,Apparel,Dress,Dresses,Green,Summer,2012.0,Casual,Arrow Woman Aqua Green Dress
14609,Men,Accessories,Socks,Socks,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Check Grey Socks
17423,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Casio Enticer Men Silver Analogue Watches (A221) MTP-1247D-9AVDF
3350,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's Work Hard/ Smart Navy Blue T-shirt
27414,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Winter,2015.0,Casual,Jockey Women Navy Blue Lounge Pants
41262,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Arrow Men Brown Wallet
25149,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Black Handbag
10068,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men lifestyle graphitti White Tshirts
7155,Women,Apparel,Topwear,Tops,Beige,Fall,2011.0,Casual,Scullers For Her Women Fashion Summer  Beige Top
48778,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
13645,Women,Footwear,Shoes,Flats,Brown,Fall,2011.0,Casual,Carlton London Women Casual Brown Sandals
57151,Women,Apparel,Innerwear,Camisoles,Peach,Summer,2017.0,Casual,Elle Women Peach Camisole
27689,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag
9093,Women,Accessories,Bags,Handbags,Multi,Winter,2015.0,Casual,Murcia Women Brocade Clutch
11911,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Formal,Franco Leone Men Casual Black Sandals
16754,Women,Accessories,Bags,Clutches,Silver,Winter,2015.0,Casual,Spice Art Women Crystal Flower Gold Clutch
43300,Men,Footwear,Flip Flops,Flip Flops,Yellow,Summer,2012.0,Casual,United Colors of Benetton Men Yellow & Black Flip Flop
21774,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Fossil Men Maxim Black Belt
15125,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men Autoflex Grey Trousers
58121,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & Red Earrings
36398,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks
12594,Unisex,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Unisex Printed Blue Tshirts
2647,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Big Office Leather Brown Bag
25772,Men,Apparel,Topwear,Suspenders,Black,Summer,2012.0,Formal,Lino Perros Men Black & Brown Suspenders
52412,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Winter,2015.0,Casual,Red Rose Pink Nightdress 9005
17644,Unisex,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,Converse Unisex Casual Green Slipper
53534,Women,Apparel,Innerwear,Briefs,Grey,Summer,2018.0,Casual,Amante Women Grey Seamless Briefs PCSN11
17476,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Beyouty Women Lisa BR 10 Purple Bra
21570,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men Casual White Shoes
7597,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2011.0,Sports,Nike Men's Backboard Red Black Shoe
18268,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aneri Women Sunflower Green Kurta
31729,Men,Apparel,Topwear,Blazers,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Blazer
57399,Women,Apparel,Innerwear,Briefs,Burgundy,Winter,2015.0,Casual,Amante Women Burgundy Briefs PGDI03
18633,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men GP Budg Logo Speed Navy Blue Tshirts
56041,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Coco Liscious Lipstick 10
16791,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
39118,Women,Apparel,Bottomwear,Leggings,Black,Fall,2012.0,Casual,Aneri Women Black Leggings
55630,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Sandals
33046,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Mother Earth Women Printed Pink Kurta
29173,Girls,Apparel,Bottomwear,Skirts,Green,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Printed Green Skirt
26309,Men,Apparel,Topwear,Tshirts,Coffee Brown,Fall,2013.0,Casual,Proline Men Pack of 3 T-Shirts
40927,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans
17816,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Lee Cooper Men  Brown Sandal
59694,Women,Apparel,Innerwear,Briefs,Black,Summer,2014.0,Casual,Avirate Black Brief
30298,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Gamer 2 Off White T-shirt
39127,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2012.0,Casual,Aneri Women Dusky Pink Leggings
26953,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Top
26739,Women,Personal Care,Fragrance,Deodorant,Silver,Spring,2017.0,Casual,Reebok Women Reeshine Deo
34806,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Flying Machine Men Brown Belt
28465,Women,Apparel,Topwear,Tshirts,Magenta,Summer,2012.0,Casual,Urban Yoga Women Printed Pink T-shirt
13071,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Numero Uno Men Black Casual Shoes
5409,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Quechua Arpenaz  200 M
7508,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's T90 Ss White T-shirt
4983,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Palm Tree Girl's Blenda White Pink Kidswear
23842,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Resp Cushion Sports Shoes
42875,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,French Connection Women Black Purse
5052,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Fila Men's Oxidised Navy Canvas Shoe
35918,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Peperone Women Black Handbag
12534,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Puma Men Printed Grey Sweatshirts
10263,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Clarks Men Energise Me Leather Black Formal Shoes
15986,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Turtle Check Men Yellow Shirt
28202,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men High Street Sunglasses
18463,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,David Beckham Instinct Men Perfumes
59098,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Peri Peri Women Purple Bra
32595,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,ONLY Women Pink Top
5400,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Kalenji Kiprun 1000l  Blue/grey
23083,Men,Apparel,Topwear,Shirts,Multi,Fall,2011.0,Casual,Arrow Sport Men Multi Coloured Check Shirt
16364,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Peter England Men Stripes White Shirt
5090,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Worn Across Grey Melange T-shirt
56818,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Grey Shirt
10252,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women SLB Bag Brown Handbags
20433,Women,Accessories,Wallets,Wallets,Green,Winter,2015.0,Casual,Baggit Women Era Taj Green Wallet
33024,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Mother Earth Women White Kurta
49669,Men,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass
2246,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,ADIDAS Black Backpack
5407,Women,Footwear,Shoes,Sports Shoes,Beige,,2011.0,Sports,Quechua Forclaz 500 L Beige Cn
12195,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Basics Men Orange Striped T-shirt
30185,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012.0,Casual,Nike Unisex Red Backpack
39834,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Striped Yellow T-Shirt
19857,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Reversible Navy Blue Jacket
30515,Women,Apparel,Innerwear,Bra,Blue,Summer,2017.0,Casual,Lovable Women Spice Blue Bra
33390,Women,Accessories,Wallets,Wallets,Pink,Summer,2012.0,Casual,Baggit Women Goofy Jhuti Pink Wallet
19054,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Printed Green Kurta
4498,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Lotto Men's Osaka White Silver Shoe
27931,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Jealous 21 Women White Shirt
30176,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Dial Watch
3027,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Lee Women Fergie Orange T-shirt
52354,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress
44231,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Air Max Turbulence+ 18 Grey Sports Shoes
16818,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Locomotive Men Check Green Shirt
20310,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Jealous 21 Women Stripes White Tops
38324,Unisex,Free Items,Free Gifts,Free Gifts,Blue,Summer,2012.0,Casual,Puma Unisex Blue Backpack
14926,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mr. Men Men Mr. Happy DK.Green Tshirts
37996,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,New Hide Men Black Reversible Belt
21699,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Watch ES2980
21664,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Watch AM4360
42560,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Mother Earth Women Pink Kurta
56194,Women,Personal Care,Makeup,Highlighter and Blush,Pink,Spring,2017.0,Casual,Colorbar Blush New Peachy Rose Blusher 004
48892,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
46134,Women,Accessories,Jewellery,Necklace and Chains,Pink,Winter,2015.0,Casual,Adrika Pink Necklace
49940,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2016.0,Casual,Hanes Men Navy Blue T-shirt
55523,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Revlon Photo Ready Makeup Shell 003
8290,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr.Men Men's Navy Melange T-shirt
18527,Boys,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Chhota Bheem Analog Kids-Boys Blue Watch
53875,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Men Navy Blue Flip Flops
18371,Men,Apparel,Innerwear,Innerwear Vests,Red,Summer,2016.0,Casual,Undercolors of Benetton Men T-Shirts Red Innerwear T-shirt
9980,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men As Sideline J Black Jackets
45742,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Folklore Women Yellow Kurta
44690,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Wills Lifestyle Women Multi Coloured Top
3016,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Lee Men's Bottle Grey T-shirt
34974,Women,Accessories,Stoles,Stoles,Multi,Summer,2012.0,Ethnic,Fabindia Women Chanderi Multi Coloured Stole
27953,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey SP-IW Men White Briefs SP01
36446,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Spinn Men Orbit Black Sports Shoes
7072,Unisex,Accessories,Bags,Backpacks,Red,Winter,2015.0,Casual,Wildcraft Unisex Equinox Red Black Backpack
25607,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Steel Watch
9578,Women,Accessories,Bags,Handbags,Grey,Fall,2011.0,Casual,Puma Women Grey Jamaica Lifestyle Handbag
15862,Unisex,Footwear,Sandal,Sandals,Blue,Fall,2012.0,Casual,Warner Bros Kids Unisex SD Face Sandal Blue Sandals
38722,Women,Apparel,Topwear,Tunics,Cream,Summer,2012.0,Ethnic,Global Desi Women Cream Tunic
47610,Women,Footwear,Shoes,Heels,Yellow,Winter,2014.0,Casual,Portia Women Yellow Flats
32471,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,ADIDAS Unisex Pack of 3 Black Socks
26243,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2012.0,Sports,Proline Grey Melange Shorts
35492,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Bata Men Black Formal Shoes
18121,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Crusoe Men Easy Tee Navy Blue Innerwear Vest
48235,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Black Sunglasses
6368,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's Black Shoe
39858,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-Shirt
8662,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Men Bikers Green Sunglasses
39632,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012.0,Sports,Nike Men Air Max Courtballistec Red Sports Shoes
39893,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,ADIDAS Men Brown Outback Shoes
10373,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Tshirts
24374,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Folklore Women Black  Kurta
13502,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Chimp Men Baloon Boy Blue Tshirts
45981,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top
39635,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Kukini Black Sports Shoes
58266,Women,Accessories,Bags,Handbags,Silver,Spring,2012.0,Casual,Baggit Women Grey Handbag
28581,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Men Black Dial Watch ADH2653
57211,Women,Apparel,Bottomwear,Jeggings,Pink,Fall,2012.0,Casual,Kraus Jeans Women Pink Jeggings
5377,Unisex,Footwear,Shoes,Sports Shoes,Black,,2011.0,Sports,Btwin Road Shoes 5
40404,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Tonga Women Red & Cream-Coloured Top
37132,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Wills Lifestyle Men Blue Dexter Club Shirt
47077,Women,Apparel,Bottomwear,Patiala,Pink,Fall,2012.0,Ethnic,Shree Women Pink Printed Patiala
21034,Women,Footwear,Shoes,Flats,Gold,Fall,2012.0,Casual,Clarks Women Arizona Sands2 Gold Shoe
59912,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Diva Women Multi Coloured Kurt
27595,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Scullers Men Purple T-shirt
8853,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men White Striped Shirt
46300,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Jacques M Women Perfume
10787,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Galway Placket Label Check Shirt
27939,Women,Apparel,Bottomwear,Jeans,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Magic Colour Jeans
53873,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Puma Men White Aquil Ind Sports Shoes
31863,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Titan Men Chronograph Blue Dial Watch
19063,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011.0,Ethnic,W Women Block Print Off White Kurta
8068,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fastrack Men Non Leather Drak Brown Wallet
53621,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch
54897,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Do u speak green Women Red T-shirt
49714,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Casual,Park Avenue Men Blue Tie
46936,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,York Men Exo Pour Homme Eau De Toilette
6139,Unisex,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Puma Unisex Winch Black Green Floater
55170,Women,Personal Care,Nails,Nail Polish,Maroon,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Crimson Scream Nail Polish 27
27306,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017.0,Casual,ADIDAS Men Dynamic Pulse Deo
26220,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Hidekraft Women Leather Pink Handbag
3442,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Delhi Daredevils Kids Match Jersey
33998,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Femella Women Blue Leggings
13568,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Hanes Men Racer Back Grey Innerwear Vests
9523,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,ADIDAS Unisex Bess Bp Blue Backpacks
15801,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Facit Men Mid- Rise BF Blue Briefs
47022,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Shree Women Maroon Kurta
10577,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Women's Ess Black Polo Tshirts
8865,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Mark Taylor Men Purple Striped Shirt
12449,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Brown,Fall,2011.0,,Timberland Unisex Brown Shoe Accessories
19293,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Guess Women Rosette White Watch
9386,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Women Black Shoes
11862,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2012.0,Casual,Playboy Men Red & Blue Flip Flops
44852,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,Puma Men Grey Melange Ferrari T-shirt
45177,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A590
